#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
RMDv1_0000002843	1392488.JHZY01000002_gene120	4.68e-30	141.0	COG1361@1|root,COG2911@1|root,COG4932@1|root,COG1361@2|Bacteria,COG2911@2|Bacteria,COG4932@2|Bacteria,4NMB8@976|Bacteroidetes,1IJ89@117743|Flavobacteriia,2XJTW@283735|Leeuwenhoekiella	976|Bacteroidetes	M	C-terminal domain of CHU protein family	-	-	-	-	-	-	-	-	-	-	-	-	Big_3_3,CHU_C,DUF11,SdrD_B
RMDv1_0000002844	587753.EY04_18680	2.33e-101	376.0	COG2931@1|root,COG5263@1|root,COG2931@2|Bacteria,COG5263@2|Bacteria,1R6CP@1224|Proteobacteria,1SF1A@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	TcdA/TcdB pore forming domain	-	-	-	ko:K19615	ko02020,map02020	-	-	-	ko00000,ko00001,ko02042	-	-	-	Peptidase_C80,TcdA_TcdB_pore
RMDv1_0000002845	1131266.ARWQ01000014_gene91	9.27e-28	131.0	COG5276@1|root,arCOG02565@2157|Archaea	2157|Archaea	O	LVIVD repeat-containing protein	-	-	-	-	-	-	-	-	-	-	-	-	LVIVD
RMDv1_0000002846	391735.Veis_4431	1.47e-35	159.0	COG1345@1|root,COG2373@1|root,COG2911@1|root,COG3897@1|root,COG1345@2|Bacteria,COG2373@2|Bacteria,COG2911@2|Bacteria,COG3897@2|Bacteria,1P8N9@1224|Proteobacteria	1224|Proteobacteria	MU	HemY domain protein	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Big_3_2,DUF1573,DUF5122,SWM_repeat
RMDv1_0000002847	296587.XP_002506687.1	1.67e-84	313.0	2E3BA@1|root,2SAF2@2759|Eukaryota,3822D@33090|Viridiplantae,34NGR@3041|Chlorophyta	3041|Chlorophyta	S	FG-GAP repeat	-	-	-	-	-	-	-	-	-	-	-	-	FG-GAP_2
RMDv1_0000002848	497964.CfE428DRAFT_2493	5.66e-18	101.0	COG0457@1|root,COG0457@2|Bacteria,46VI3@74201|Verrucomicrobia	74201|Verrucomicrobia	S	Tetratricopeptide repeat	-	-	-	-	-	-	-	-	-	-	-	-	TPR_16
RMDv1_0000002849	259536.Psyc_1030	4.72e-05	58.5	COG5281@1|root,COG5281@2|Bacteria,1MX2R@1224|Proteobacteria,1S3MM@1236|Gammaproteobacteria,3NSS7@468|Moraxellaceae	1236|Gammaproteobacteria	D	tape measure protein	Z012_10445	-	-	-	-	-	-	-	-	-	-	-	Phage_HK97_TLTM,Tape_meas_lam_C
RMDv1_0000002850	1283300.ATXB01000002_gene2755	0.0	1591.0	COG2351@1|root,COG2351@2|Bacteria,1QWX0@1224|Proteobacteria,1T4J1@1236|Gammaproteobacteria,1XG68@135618|Methylococcales	135618|Methylococcales	M	Peptidoglycan-binding domain 1 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
RMDv1_0000002851	685035.ADAE01000024_gene1780	5.36e-21	111.0	COG0145@1|root,COG3468@1|root,COG3897@1|root,COG5184@1|root,COG0145@2|Bacteria,COG3468@2|Bacteria,COG3897@2|Bacteria,COG5184@2|Bacteria,1QUZ3@1224|Proteobacteria	1224|Proteobacteria	MU	heme binding	-	-	-	-	-	-	-	-	-	-	-	-	Autotransporter,TIG
RMDv1_0000002852	400682.PAC_15704569	2.31e-125	434.0	29RY4@1|root,2RXCD@2759|Eukaryota	2759|Eukaryota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	REJ,Tetraspannin
RMDv1_0000002853	1535422.ND16A_2150	3.64e-29	138.0	COG3485@1|root,COG4932@1|root,COG5276@1|root,COG3485@2|Bacteria,COG4932@2|Bacteria,COG5276@2|Bacteria,1QUEG@1224|Proteobacteria	1224|Proteobacteria	M	Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Big_3_2,CarboxypepD_reg,DUF11,FG-GAP
RMDv1_0000002854	318996.AXAZ01000015_gene3624	2.58e-16	95.5	COG2931@1|root,COG2931@2|Bacteria,1MU7T@1224|Proteobacteria,2TRVY@28211|Alphaproteobacteria	28211|Alphaproteobacteria	Q	COG2931 RTX toxins and related Ca2 -binding proteins	-	-	-	-	-	-	-	-	-	-	-	-	Cadherin,DUF4214,HCBP_related,HemolysinCabind
RMDv1_0000002855	1440053.JOEI01000017_gene65	0.0	3830.0	COG1020@1|root,COG1028@1|root,COG3321@1|root,COG1020@2|Bacteria,COG1028@2|Bacteria,COG3321@2|Bacteria,2GISR@201174|Actinobacteria	201174|Actinobacteria	Q	Non-ribosomal peptide synthetase modules and related proteins	-	-	-	ko:K15395	-	-	-	-	ko00000,ko01008	-	-	-	AMP-binding,AMP-binding_C,Acyl_transf_1,Condensation,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,Thioesterase,ketoacyl-synt
RMDv1_0000002856	485918.Cpin_4916	1.29e-15	93.6	COG2911@1|root,COG3210@1|root,COG2911@2|Bacteria,COG3210@2|Bacteria,4NKIP@976|Bacteroidetes,1IW86@117747|Sphingobacteriia	976|Bacteroidetes	M	COG3209 Rhs family protein	-	-	-	-	-	-	-	-	-	-	-	-	DUF4394,Gal_Lectin
RMDv1_0000002858	697282.Mettu_3712	0.0	1192.0	COG3321@1|root,COG3321@2|Bacteria,1R89Z@1224|Proteobacteria,1SMTI@1236|Gammaproteobacteria,1XF86@135618|Methylococcales	135618|Methylococcales	Q	PFAM Beta-ketoacyl synthase, N-terminal	-	-	-	-	-	-	-	-	-	-	-	-	Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,ketoacyl-synt
RMDv1_0000002859	1122179.KB890438_gene1533	5.81e-188	607.0	COG0574@1|root,COG0574@2|Bacteria,4NH4R@976|Bacteroidetes	976|Bacteroidetes	G	Pyruvate phosphate dikinase	-	-	-	-	-	-	-	-	-	-	-	-	PPDK_N
RMDv1_0000002860	240292.Ava_1613	0.0	2630.0	COG1020@1|root,COG1020@2|Bacteria,1G0XE@1117|Cyanobacteria,1HRK2@1161|Nostocales	1117|Cyanobacteria	Q	Pfam:HxxPF_rpt	-	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,AMP-binding_C,Condensation,PP-binding,Thioesterase
RMDv1_0000002861	102129.Lepto7375DRAFT_7301	8.08e-275	922.0	COG3941@1|root,COG4678@1|root,COG3941@2|Bacteria,COG4678@2|Bacteria,1G8BM@1117|Cyanobacteria,1HHG8@1150|Oscillatoriales	1117|Cyanobacteria	G	Muramidase (Phage lambda lysozyme)	-	-	3.2.1.17	ko:K01185	-	-	-	-	ko00000,ko01000	-	-	-	-
RMDv1_0000002862	1121271.AUCM01000007_gene3868	3.16e-39	171.0	COG2931@1|root,COG3420@1|root,COG4932@1|root,COG2931@2|Bacteria,COG3420@2|Bacteria,COG4932@2|Bacteria,1MU7T@1224|Proteobacteria,2UHG7@28211|Alphaproteobacteria	28211|Alphaproteobacteria	Q	Cadherin repeats.	-	-	-	-	-	-	-	-	-	-	-	-	Cadherin,HemolysinCabind
RMDv1_0000002863	246200.SPOA0155	1.56e-75	288.0	COG2931@1|root,COG2931@2|Bacteria,1MU7T@1224|Proteobacteria,2TRVY@28211|Alphaproteobacteria	28211|Alphaproteobacteria	Q	COG2931 RTX toxins and related Ca2 -binding proteins	zapA	-	3.4.24.40	ko:K01406	ko01503,map01503	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	HemolysinCabind,PPC,Peptidase_M10,Peptidase_M10_C,Reprolysin_4,W_rich_C
RMDv1_0000002864	1454007.JAUG01000098_gene1475	5.07e-37	164.0	COG1361@1|root,COG2374@1|root,COG3121@1|root,COG3209@1|root,COG1361@2|Bacteria,COG2374@2|Bacteria,COG3121@2|Bacteria,COG3209@2|Bacteria,4NG16@976|Bacteroidetes,1ITFW@117747|Sphingobacteriia	976|Bacteroidetes	M	Domains in Na-Ca exchangers and integrin-beta4	-	-	-	-	-	-	-	-	-	-	-	-	CHU_C,Calx-beta,DUF11
RMDv1_0000002865	497964.CfE428DRAFT_2493	3.7e-17	98.6	COG0457@1|root,COG0457@2|Bacteria,46VI3@74201|Verrucomicrobia	74201|Verrucomicrobia	S	Tetratricopeptide repeat	-	-	-	-	-	-	-	-	-	-	-	-	TPR_16
RMDv1_0000002866	296587.XP_002506687.1	5.33e-81	303.0	2E3BA@1|root,2SAF2@2759|Eukaryota,3822D@33090|Viridiplantae,34NGR@3041|Chlorophyta	3041|Chlorophyta	S	FG-GAP repeat	-	-	-	-	-	-	-	-	-	-	-	-	FG-GAP_2
RMDv1_0000002867	1246995.AFR_22960	4.56e-33	151.0	COG4733@1|root,COG4733@2|Bacteria,2H7QD@201174|Actinobacteria,4DJZF@85008|Micromonosporales	201174|Actinobacteria	NU	Fibronectin type III domain	-	-	2.7.11.1	ko:K12567	ko05410,ko05414,map05410,map05414	-	-	-	ko00000,ko00001,ko01000,ko01001,ko04131,ko04147,ko04812	-	-	-	fn3
RMDv1_0000002868	1121904.ARBP01000044_gene2080	0.0	1362.0	COG2353@1|root,COG3210@1|root,COG2353@2|Bacteria,COG3210@2|Bacteria,4NIDX@976|Bacteroidetes,47TZD@768503|Cytophagia	976|Bacteroidetes	U	YceI-like domain	-	-	-	-	-	-	-	-	-	-	-	-	-
RMDv1_0000002869	391625.PPSIR1_18115	0.0	2024.0	COG0457@1|root,COG3115@1|root,COG0457@2|Bacteria,COG3115@2|Bacteria,1QTJQ@1224|Proteobacteria,4311V@68525|delta/epsilon subdivisions	1224|Proteobacteria	U	cell septum assembly	-	-	-	-	-	-	-	-	-	-	-	-	TPR_8
RMDv1_0000002870	1168289.AJKI01000044_gene46	3.7e-83	315.0	COG1404@1|root,COG3291@1|root,COG4932@1|root,COG1404@2|Bacteria,COG3291@2|Bacteria,COG4932@2|Bacteria,4PN87@976|Bacteroidetes	976|Bacteroidetes	M	Calx-beta domain	-	-	-	-	-	-	-	-	-	-	-	-	CHU_C,Calx-beta,DUF11
RMDv1_0000002871	28072.Nos7524_5484	1.02e-218	757.0	COG2304@1|root,COG3209@1|root,COG3210@1|root,COG3266@1|root,COG5276@1|root,COG2304@2|Bacteria,COG3209@2|Bacteria,COG3210@2|Bacteria,COG3266@2|Bacteria,COG5276@2|Bacteria,1G4UG@1117|Cyanobacteria	1117|Cyanobacteria	M	alginic acid biosynthetic process	-	-	-	-	-	-	-	-	-	-	-	-	He_PIG,RHS_repeat
RMDv1_0000002872	674977.VMC_19510	0.0	5834.0	COG2304@1|root,COG2931@1|root,COG2304@2|Bacteria,COG2931@2|Bacteria,1MU7T@1224|Proteobacteria,1SKNR@1236|Gammaproteobacteria,1XSUJ@135623|Vibrionales	135623|Vibrionales	Q	COG2931, RTX toxins and related Ca2 -binding proteins	-	-	-	-	-	-	-	-	-	-	-	-	Big_3_2
RMDv1_0000002873	391735.Veis_4997	1.12e-99	371.0	COG1345@1|root,COG2373@1|root,COG2911@1|root,COG1345@2|Bacteria,COG2373@2|Bacteria,COG2911@2|Bacteria,1P8N9@1224|Proteobacteria,2WHP5@28216|Betaproteobacteria,4AK09@80864|Comamonadaceae	1224|Proteobacteria	N	TIGRFAM outer membrane protein	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Big_3_2,DUF1573,DUF5122,SWM_repeat
RMDv1_0000002874	1122176.KB903572_gene4836	1.21e-185	647.0	COG1361@1|root,COG3291@1|root,COG4935@1|root,COG1361@2|Bacteria,COG3291@2|Bacteria,COG4935@2|Bacteria	2|Bacteria	O	Belongs to the peptidase S8 family	-	-	-	-	-	-	-	-	-	-	-	-	CHU_C,DUF11,PKD,SprB
RMDv1_0000002875	103690.17131748	2.98e-302	994.0	COG2931@1|root,COG2931@2|Bacteria,1GHU5@1117|Cyanobacteria,1HRCU@1161|Nostocales	1117|Cyanobacteria	Q	Haemolysin-type calcium-binding repeat (2 copies)	-	-	-	-	-	-	-	-	-	-	-	-	HemolysinCabind,PPC
RMDv1_0000002876	1440774.Y900_021180	0.0	4822.0	COG0304@1|root,COG0331@1|root,COG2030@1|root,COG4981@1|root,COG0304@2|Bacteria,COG0331@2|Bacteria,COG2030@2|Bacteria,COG4981@2|Bacteria,2GIY4@201174|Actinobacteria,234D6@1762|Mycobacteriaceae	201174|Actinobacteria	IQ	synthase	fas	-	-	ko:K11533	ko00061,ko01100,ko01212,ko04931,map00061,map01100,map01212,map04931	M00082,M00083	R01624,R01626,R04355,R04428,R04429,R04533,R04534,R04535,R04536,R04537,R04543,R04544,R04566,R04568,R04724,R04726,R04952,R04953,R04954,R04955,R04957,R04958,R04960,R04961,R04963,R04964,R04965,R04966,R04968,R04969,R07762,R07763,R07764,R07765,R10700	RC00004,RC00029,RC00039,RC00052,RC00076,RC00117,RC00831,RC01095,RC02727,RC02728,RC02729,RC02857,RC02888	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	Acyl_transf_1,DUF1729,Ketoacyl-synt_C,MaoC_dehydratas,SAT,ketoacyl-synt
RMDv1_0000002877	1537994.JQFW01000031_gene1084	5.83e-24	121.0	COG2373@1|root,COG2911@1|root,COG2373@2|Bacteria,COG2911@2|Bacteria,1P8N9@1224|Proteobacteria,1T1IH@1236|Gammaproteobacteria,465B9@72275|Alteromonadaceae	1236|Gammaproteobacteria	M	Bacterial Ig-like domain (group 3)	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Big_3_2,Big_3_3
RMDv1_0000002878	932677.PAJ_1897	8.09e-28	134.0	COG2911@1|root,COG4254@1|root,COG2911@2|Bacteria,COG4254@2|Bacteria,1P8N9@1224|Proteobacteria,1T1IH@1236|Gammaproteobacteria,3VXVZ@53335|Pantoea	1236|Gammaproteobacteria	M	PFAM FecR protein	yeeJ	-	-	-	-	-	-	-	-	-	-	-	Big_3_2,Big_3_3
RMDv1_0000002879	1052684.PPM_2131	1.84e-72	277.0	COG5295@1|root,COG5492@1|root,COG5295@2|Bacteria,COG5492@2|Bacteria	2|Bacteria	N	domain, Protein	-	-	-	ko:K21449	-	-	-	-	ko00000,ko02000	1.B.40.2	-	-	DUF5122,Peptidase_S74,YadA_head,YadA_stalk
RMDv1_0000002881	1122223.KB890700_gene2054	9.56e-39	158.0	COG3291@1|root,COG3291@2|Bacteria,1WKMB@1297|Deinococcus-Thermus	1297|Deinococcus-Thermus	N	Leishmanolysin	-	-	-	-	-	-	-	-	-	-	-	-	PKD,Peptidase_M8
RMDv1_0000002882	436308.Nmar_1129	3.67e-28	129.0	COG3794@1|root,arCOG02926@2157|Archaea	2157|Archaea	C	PFAM blue (type 1) copper domain protein	-	-	-	-	-	-	-	-	-	-	-	-	Copper-bind
RMDv1_0000002883	391735.Veis_4997	1.65e-98	367.0	COG1345@1|root,COG2373@1|root,COG2911@1|root,COG1345@2|Bacteria,COG2373@2|Bacteria,COG2911@2|Bacteria,1P8N9@1224|Proteobacteria,2WHP5@28216|Betaproteobacteria,4AK09@80864|Comamonadaceae	1224|Proteobacteria	N	TIGRFAM outer membrane protein	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Big_3_2,DUF1573,DUF5122,SWM_repeat
RMDv1_0000002884	391595.RLO149_c003160	0.0	1552.0	COG2931@1|root,COG2931@2|Bacteria,1Q4W6@1224|Proteobacteria,2VBAV@28211|Alphaproteobacteria,2P4FD@2433|Roseobacter	28211|Alphaproteobacteria	Q	calcium- and calmodulin-responsive adenylate cyclase activity	-	-	-	-	-	-	-	-	-	-	-	-	-
RMDv1_0000002885	522772.Dacet_2503	8.55e-193	672.0	COG2304@1|root,COG2304@2|Bacteria	2|Bacteria	IU	oxidoreductase activity	-	-	-	-	-	-	-	-	-	-	-	-	DUF11,He_PIG,HemolysinCabind,SdrD_B,VWA,VWA_2
RMDv1_0000002886	94122.Shewana3_0168	0.0	1113.0	COG2931@1|root,COG3637@1|root,COG4932@1|root,COG2931@2|Bacteria,COG3637@2|Bacteria,COG4932@2|Bacteria,1MU7T@1224|Proteobacteria,1RNK8@1236|Gammaproteobacteria,2QA62@267890|Shewanellaceae	1236|Gammaproteobacteria	MQ	Dystroglycan-type cadherin domain protein	-	-	-	ko:K11005	-	-	-	-	ko00000,ko02000,ko02042	1.C.11	-	-	Cadherin_3,Calx-beta,He_PIG,HemolysinCabind,VWA_2
RMDv1_0000002887	1313172.YM304_34050	5.78e-200	697.0	COG4932@1|root,COG4932@2|Bacteria	2|Bacteria	M	domain protein	-	-	-	ko:K14194	ko05150,map05150	-	-	-	ko00000,ko00001	-	-	-	Cadherin,DUF11,GSu_C4xC__C2xCH,SdrD_B
RMDv1_0000002888	394221.Mmar10_0251	1.69e-22	115.0	COG3468@1|root,COG3468@2|Bacteria,1MVQ6@1224|Proteobacteria,2UAUP@28211|Alphaproteobacteria,43X79@69657|Hyphomonadaceae	28211|Alphaproteobacteria	MU	TIGRFAM outer membrane autotransporter barrel domain	-	-	-	-	-	-	-	-	-	-	-	-	Autotransporter,Calx-beta
RMDv1_0000002890	649831.L083_3335	9.57e-80	305.0	COG4733@1|root,COG4733@2|Bacteria,2I61V@201174|Actinobacteria,4DJUW@85008|Micromonosporales	201174|Actinobacteria	MU	Fibronectin type III domain	-	-	-	-	-	-	-	-	-	-	-	-	fn3
RMDv1_0000002891	1296416.JACB01000094_gene2663	0.0	2918.0	COG1361@1|root,COG2373@1|root,COG2911@1|root,COG3291@1|root,COG1361@2|Bacteria,COG2373@2|Bacteria,COG2911@2|Bacteria,COG3291@2|Bacteria,4NPJI@976|Bacteroidetes,1I2IK@117743|Flavobacteriia,2YI1G@290174|Aquimarina	976|Bacteroidetes	M	Large extracellular alpha-helical protein	-	-	-	-	-	-	-	-	-	-	-	-	-
RMDv1_0000002892	404589.Anae109_2925	1.19e-171	605.0	COG1404@1|root,COG3940@1|root,COG1404@2|Bacteria,COG3940@2|Bacteria,1RCVP@1224|Proteobacteria	1224|Proteobacteria	O	pyrroloquinoline quinone binding	-	-	-	-	-	-	-	-	-	-	-	-	Calx-beta
RMDv1_0000002893	402777.KB235899_gene4897	1.88e-45	191.0	COG1404@1|root,COG2931@1|root,COG3266@1|root,COG3391@1|root,COG1404@2|Bacteria,COG2931@2|Bacteria,COG3266@2|Bacteria,COG3391@2|Bacteria,1GR3A@1117|Cyanobacteria,1HI6V@1150|Oscillatoriales	1117|Cyanobacteria	OQ	Haemolysin-type calcium-binding repeat (2 copies)	-	-	-	-	-	-	-	-	-	-	-	-	Calx-beta,DUF4347,HemolysinCabind
RMDv1_0000002894	376686.Fjoh_3246	0.0	1658.0	COG2373@1|root,COG2373@2|Bacteria,4PCAF@976|Bacteroidetes,1IMWQ@117743|Flavobacteriia,2NVU6@237|Flavobacterium	976|Bacteroidetes	S	CARDB	-	-	-	-	-	-	-	-	-	-	-	-	CARDB
RMDv1_0000002895	644282.Deba_0194	5.59e-06	61.6	COG3210@1|root,COG4625@1|root,COG3210@2|Bacteria,COG4625@2|Bacteria,1MU92@1224|Proteobacteria,42Q0T@68525|delta/epsilon subdivisions,2WM1J@28221|Deltaproteobacteria	28221|Deltaproteobacteria	O	TIGRFAM outer membrane autotransporter barrel domain	-	-	-	-	-	-	-	-	-	-	-	-	Autotransporter,PATR
RMDv1_0000002897	1038858.AXBA01000011_gene1532	2.76e-34	154.0	COG2730@1|root,COG4188@1|root,COG2730@2|Bacteria,COG4188@2|Bacteria,1QU12@1224|Proteobacteria,2TYN6@28211|Alphaproteobacteria,3F11R@335928|Xanthobacteraceae	28211|Alphaproteobacteria	G	CBD_II	-	-	3.2.1.14,3.2.1.4	ko:K01179,ko:K01183	ko00500,ko00520,ko01100,map00500,map00520,map01100	-	R01206,R02334,R06200,R11307,R11308	RC00467	ko00000,ko00001,ko01000	-	GH18,GH5,GH9	-	CBM_2,Calx-beta,Cellulase
RMDv1_0000002898	983548.Krodi_1757	4.76e-64	253.0	COG1361@1|root,COG3291@1|root,COG4932@1|root,COG5184@1|root,COG1361@2|Bacteria,COG3291@2|Bacteria,COG4932@2|Bacteria,COG5184@2|Bacteria,4NDZC@976|Bacteroidetes	976|Bacteroidetes	DZ	Pkd domain containing protein	-	-	-	-	-	-	-	-	-	-	-	-	CHU_C,DUF11
RMDv1_0000002899	305900.GV64_20930	1.39e-07	67.0	2DE8Q@1|root,2ZKZK@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
RMDv1_0000002900	697282.Mettu_3712	0.0	1369.0	COG3321@1|root,COG3321@2|Bacteria,1R89Z@1224|Proteobacteria,1SMTI@1236|Gammaproteobacteria,1XF86@135618|Methylococcales	135618|Methylococcales	Q	PFAM Beta-ketoacyl synthase, N-terminal	-	-	-	-	-	-	-	-	-	-	-	-	Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,ketoacyl-synt
RMDv1_0000002901	1144342.PMI40_01060	2.08e-69	270.0	COG2931@1|root,COG2931@2|Bacteria,1MU7T@1224|Proteobacteria,2W32B@28216|Betaproteobacteria,475QP@75682|Oxalobacteraceae	28216|Betaproteobacteria	Q	COG2931, RTX toxins and related Ca2 -binding proteins	-	-	-	-	-	-	-	-	-	-	-	-	HemolysinCabind
RMDv1_0000002902	1224136.AMFN01000003_gene3418	1.17e-27	132.0	COG3468@1|root,COG3468@2|Bacteria,1R8WV@1224|Proteobacteria	1224|Proteobacteria	MU	outer membrane autotransporter barrel domain	-	-	-	ko:K19231	-	-	-	-	ko00000,ko02000	1.B.12	-	-	Autotransporter,Pertactin
RMDv1_0000002903	391735.Veis_4997	1.07e-46	196.0	COG1345@1|root,COG2373@1|root,COG2911@1|root,COG1345@2|Bacteria,COG2373@2|Bacteria,COG2911@2|Bacteria,1P8N9@1224|Proteobacteria,2WHP5@28216|Betaproteobacteria,4AK09@80864|Comamonadaceae	1224|Proteobacteria	N	TIGRFAM outer membrane protein	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Big_3_2,DUF1573,DUF5122,SWM_repeat
RMDv1_0000002904	697282.Mettu_3712	0.0	1437.0	COG3321@1|root,COG3321@2|Bacteria,1R89Z@1224|Proteobacteria,1SMTI@1236|Gammaproteobacteria,1XF86@135618|Methylococcales	135618|Methylococcales	Q	PFAM Beta-ketoacyl synthase, N-terminal	-	-	-	-	-	-	-	-	-	-	-	-	Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,ketoacyl-synt
RMDv1_0000002905	697282.Mettu_3712	0.0	1384.0	COG3321@1|root,COG3321@2|Bacteria,1R89Z@1224|Proteobacteria,1SMTI@1236|Gammaproteobacteria,1XF86@135618|Methylococcales	135618|Methylococcales	Q	PFAM Beta-ketoacyl synthase, N-terminal	-	-	-	-	-	-	-	-	-	-	-	-	Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,ketoacyl-synt
RMDv1_0000002906	1246995.AFR_22960	5.08e-97	362.0	COG4733@1|root,COG4733@2|Bacteria,2H7QD@201174|Actinobacteria,4DJZF@85008|Micromonosporales	201174|Actinobacteria	NU	Fibronectin type III domain	-	-	2.7.11.1	ko:K12567	ko05410,ko05414,map05410,map05414	-	-	-	ko00000,ko00001,ko01000,ko01001,ko04131,ko04147,ko04812	-	-	-	fn3
RMDv1_0000002907	1246459.KB898357_gene1693	4.32e-19	105.0	COG2911@1|root,COG2931@1|root,COG4932@1|root,COG2911@2|Bacteria,COG2931@2|Bacteria,COG4932@2|Bacteria,1MU7T@1224|Proteobacteria,2U1YP@28211|Alphaproteobacteria,4B9W3@82115|Rhizobiaceae	28211|Alphaproteobacteria	Q	COG2931, RTX toxins and related Ca2 -binding proteins	-	-	-	-	-	-	-	-	-	-	-	-	He_PIG,HemolysinCabind,VWA_2
RMDv1_0000002908	317025.Tcr_0105	2.07e-64	253.0	COG4254@1|root,COG4254@2|Bacteria,1QUP0@1224|Proteobacteria,1T3X2@1236|Gammaproteobacteria,463UQ@72273|Thiotrichales	72273|Thiotrichales	M	chlorophyll binding	-	-	-	-	-	-	-	-	-	-	-	-	-
RMDv1_0000002909	1123508.JH636444_gene5430	2.58e-46	194.0	COG1672@1|root,COG1672@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAA_22
RMDv1_0000002910	1123320.KB889670_gene3586	5.28e-151	497.0	COG1501@1|root,COG3669@1|root,COG1501@2|Bacteria,COG3669@2|Bacteria	2|Bacteria	G	Alpha-L-fucosidase	-	-	3.2.1.55	ko:K20844	ko00520,map00520	-	R01762	-	ko00000,ko00001,ko01000	-	CBM42,GH54	-	Alpha_L_fucos,ArabFuran-catal,Big_2,CBM_X2,F5_F8_type_C,FIVAR,Glyco_hyd_65N_2,Melibiase_2,Ricin_B_lectin
RMDv1_0000002911	335659.S23_62680	0.0	1902.0	COG0001@1|root,COG1020@1|root,COG3321@1|root,COG0001@2|Bacteria,COG1020@2|Bacteria,COG3321@2|Bacteria,1QK4F@1224|Proteobacteria,2TRUN@28211|Alphaproteobacteria,3JQV9@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	Q	Phosphopantetheine attachment site	-	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,AMP-binding_C,Acyl_transf_1,Aminotran_3,Condensation,KAsynt_C_assoc,Ketoacyl-synt_C,Methyltransf_11,Methyltransf_25,PP-binding,Thioesterase,ketoacyl-synt
RMDv1_0000002912	391735.Veis_4997	4.64e-80	306.0	COG1345@1|root,COG2373@1|root,COG2911@1|root,COG1345@2|Bacteria,COG2373@2|Bacteria,COG2911@2|Bacteria,1P8N9@1224|Proteobacteria,2WHP5@28216|Betaproteobacteria,4AK09@80864|Comamonadaceae	1224|Proteobacteria	N	TIGRFAM outer membrane protein	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Big_3_2,DUF1573,DUF5122,SWM_repeat
RMDv1_0000002913	296587.XP_002506687.1	2.22e-80	301.0	2E3BA@1|root,2SAF2@2759|Eukaryota,3822D@33090|Viridiplantae,34NGR@3041|Chlorophyta	3041|Chlorophyta	S	FG-GAP repeat	-	-	-	-	-	-	-	-	-	-	-	-	FG-GAP_2
RMDv1_0000002914	63737.Npun_R4253	1.61e-75	290.0	COG2931@1|root,COG2931@2|Bacteria,1GQ7W@1117|Cyanobacteria,1HTNJ@1161|Nostocales	1117|Cyanobacteria	Q	Domain of unknown function (DUF4114)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4114,FG-GAP
RMDv1_0000002915	1469245.JFBG01000086_gene1629	1.4e-48	199.0	COG2133@1|root,COG2133@2|Bacteria,1R336@1224|Proteobacteria	2|Bacteria	G	Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides	-	-	-	ko:K21430	-	-	-	-	ko00000,ko01000	-	-	-	Big_5,GSDH,PA14
RMDv1_0000002916	298655.KI912266_gene1662	1.61e-17	98.6	COG3386@1|root,COG3591@1|root,COG3386@2|Bacteria,COG3591@2|Bacteria	2|Bacteria	E	Belongs to the peptidase S1B family	-	-	-	ko:K14274	ko00040,map00040	-	R02427	RC00713	ko00000,ko00001,ko01000	-	-	-	Autotransporter,CHU_C,CW_binding_2,NHL,SGL,Trypsin,Trypsin_2
